kind,identifier,detail
name_variant_between_exchanges,INE344T01014,Bella Casa Fashion & Retail Limited | Bella Casa Fashion & Retail Ltd
name_variant_between_exchanges,INE894V01022,Belrise Industries Limited | Belrise Industries Ltd
name_variant_between_exchanges,INE258A01024,BEML Limited | BEML Ltd
name_variant_between_exchanges,INE664D01019,Benares Hotels Limited | Benares Hotels Ltd
name_variant_between_exchanges,INE083K01017,Bengal & Assam Company Limited | Bengal & Assam Company Ltd
name_variant_between_exchanges,INE922A01025,Bhansali Engineering Polymers Limited | Bhansali Engineering Polymers Ltd
name_variant_between_exchanges,INE463A01038,Berger Paints (I) Limited | Berger Paints India Ltd
name_variant_between_exchanges,INE052T01021,Best Agrolife Limited | Best Agrolife Ltd
name_variant_between_exchanges,INE878K01010,BF Investment Limited | BF Investment Ltd
name_variant_between_exchanges,INE243D01012,BF Utilities Limited | BF Utilities Ltd
name_variant_between_exchanges,INE661I01014,BGR Energy Systems Limited | BGR Energy Systems Ltd
name_variant_between_exchanges,INE414D01027,Bhagiradha Chemicals & Industries Limited | Bhagiradha Chemicals & Industries Ltd
name_variant_between_exchanges,INE354C01027,Bhageria Industries Limited | Bhageria Industries Ltd
name_variant_between_exchanges,INE458B01036,Bhagyanagar India Limited | Bhagyanagar India Ltd
name_variant_between_exchanges,INE474E01029,Bhandari Hosiery Exports Limited | Bhandari Hosiery Exports Ltd
name_variant_between_exchanges,INE05XR01022,Bharat Coking Coal Limited | Bharat Coking Coal Ltd
name_variant_between_exchanges,INE465A01025,Bharat Forge Limited | Bharat Forge Ltd
name_variant_between_exchanges,INE561C01019,Bharat Gears Limited | Bharat Gears Ltd
name_variant_between_exchanges,INE838B01021,Bharat Rasayan Limited | Bharat Rasayan Ltd
name_variant_between_exchanges,INE415D01024,Bharat Seats Limited | Bharat Seats Ltd
name_variant_between_exchanges,INE316L01019,Bharat Wire Ropes Limited | Bharat Wire Ropes Ltd
name_variant_between_exchanges,INE397D01024,Bharti Airtel Limited | Bharti Airtel Ltd
name_variant_between_exchanges,INE343G01021,Bharti Hexacom Limited | Bharti Hexacom Ltd
name_variant_between_exchanges,INE257A01026,Bharat Heavy Electricals Limited | Bharat Heavy Electricals Ltd
name_variant_between_exchanges,INE986A01012,Bilcare Limited | Bilcare Ltd
name_variant_between_exchanges,INE412U01025,Bigbloc Construction Limited | Bigbloc Construction Ltd
name_variant_between_exchanges,INE00E101023,Bikaji Foods International Limited | Bikaji Foods International Ltd
name_variant_between_exchanges,INE828A01016,Bhartiya International Limited | Bhartiya International Ltd
name_variant_between_exchanges,INE071A01013,BIL VYAPAR LIMITED | Bil Vyapar Ltd
name_variant_between_exchanges,INE469A01019,Bimetal Bearings Limited | Bimetal Bearings Ltd
name_variant_between_exchanges,INE376G01013,Biocon Limited | Biocon Ltd
name_variant_between_exchanges,INE829A01014,Biofil Chemicals & Pharmaceuticals Limited | Biofil Chemicals & Pharmaceuticals Ltd
name_variant_between_exchanges,INE800A01015,Birla Cable Limited | Birla Cable Ltd
name_variant_between_exchanges,INE340A01012,Birla Corporation Limited | Birla Corporation Ltd
name_variant_between_exchanges,INE865C01022,Aditya Birla Money Limited | Aditya Birla Money Ltd
name_variant_between_exchanges,INE557A01011,BirlaNu Limited | Birlanu Ltd
name_variant_between_exchanges,INE372E01025,Birla Precision Technologies Limited | Birla Precision Technologies Ltd
name_variant_between_exchanges,INE0UIZ01018,BLACKBUCK LIMITED | Black Buck Ltd
name_variant_between_exchanges,INE761G01016,Black Rose Inds. Limited | Black Rose Industries Ltd
name_variant_between_exchanges,INE0N7W01012,BEML Land Assets Limited | BEML Land Assets Ltd
name_variant_between_exchanges,INE791A01024,BLB Limited | BLB Ltd
name_variant_between_exchanges,INE1EEM01017,Behari Lal Engineering Limited | Behari Lal Engineering Ltd
name_variant_between_exchanges,INE525F01025,Balmer Lawrie Investments Limited | Balmer Lawrie Investments Ltd
name_variant_between_exchanges,INE416D01022,Bliss GVS Pharma Limited | Bliss GVS Pharma Ltd
name_variant_between_exchanges,INE350H01032,B. L. Kashyap and Sons Limited | B. L. Kashyap and Sons Ltd
name_variant_between_exchanges,INE153T01027,BLS International Services Limited | BLS International Services Ltd
name_variant_between_exchanges,INE0NLT01010,BLS E-Services Limited | BLS E-Services Ltd
name_variant_between_exchanges,INE373T01047,Blue Cloud Softech Solutions Limited | Blue Cloud Softech Solutions Ltd
name_variant_between_exchanges,INE472B01011,Blue Coast Hotels Limited | Blue Coast Hotels Ltd
name_variant_between_exchanges,INE233B01017,Blue Dart Express Limited | Blue Dart Express Ltd
name_variant_between_exchanges,INE0KBH01020,Blue Jet Healthcare Limited | Blue Jet Healthcare Ltd
name_variant_between_exchanges,INE472A01039,Blue Star Limited | Blue Star Ltd
name_variant_between_exchanges,INE304W01038,BlueStone Jewellery and Lifestyle Limited | BlueStone Jewellery and Lifestyle Ltd
name_variant_between_exchanges,INE0U4101014,Bluspring Enterprises Limited | Bluspring Enterprises Ltd
name_variant_between_exchanges,INE965W01036,BMW Ventures Limited | BMW Ventures Ltd
name_variant_between_exchanges,INE00HZ01011,BN Agrochem Limited | BN Agrochem Ltd
name_variant_between_exchanges,INE489D01011,B & A Limited | B & A Ltd
name_variant_between_exchanges,INE338D01028,Bodal Chemicals Limited | Bodal Chemicals Ltd
name_variant_between_exchanges,INE032A01023,Bombay Dyeing & Manufacturing Company Ltd | Bombay Dyeing & Mfg Company Limited
name_variant_between_exchanges,INE0B9A01018,Bonlon Industries Limited | Bonlon Industries Ltd
name_variant_between_exchanges,INE16SF01016,Borana Weaves Limited | Borana Weaves Ltd
name_variant_between_exchanges,INE02PY01013,Borosil Limited | Borosil Ltd
name_variant_between_exchanges,INE666D01022,BOROSIL RENEWABLES LIMITED | Borosil Renewables Ltd
name_variant_between_exchanges,INE02L001032,Borosil Scientific Limited | Borosil Scientific Ltd
name_variant_between_exchanges,INE782A01015,BOSCH HOME COMFORT INDIA LIMITED | Bosch Home Comfort India Ltd
name_variant_between_exchanges,INE323A01026,Bosch Limited | Bosch Ltd
name_variant_between_exchanges,INE029A01011,Bharat Petroleum Corporation Limited | Bharat Petroleum Corporation Ltd
name_variant_between_exchanges,INE110A01019,BPL Limited | BPL Ltd
name_variant_between_exchanges,INE365Y01019,Bharat Parenterals Limited | Bharat Parenterals Ltd
name_variant_between_exchanges,INE320I01017,Brahmaputra Infrastructure Limited | Brahmaputra Infrastructure Ltd
name_variant_between_exchanges,INE791I01019,Brigade Enterprises Limited | Brigade Enterprises Ltd
name_variant_between_exchanges,INE03NU01014,Brigade Hotel Ventures Limited | Brigade Hotel Ventures Ltd
name_variant_between_exchanges,INE630D01010,Bright Brothers Limited | Bright Brothers Ltd
name_variant_between_exchanges,INE216A01030,Britannia Industries Limited | Britannia Industries Ltd
name_variant_between_exchanges,INE727S01012,Bharat Road Network Limited | Bharat Road Network Ltd
name_variant_between_exchanges,INE650L01011,Brooks Laboratories Limited | Brooks Laboratories Ltd
name_variant_between_exchanges,INE032Z01020,Bombay Super Hybrid Seeds Limited | Bombay Super Hybrid Seeds Ltd
name_variant_between_exchanges,INE594B01012,BSL Limited | BSL Ltd
name_variant_between_exchanges,INE836A01035,BIRLASOFT LIMITED | Birlasoft Ltd
name_variant_between_exchanges,INE0EEJ01023,Bodhi Tree Multimedia Limited | Bodhi Tree Multimedia Ltd
name_variant_between_exchanges,INE274K01012,Bhilwara Technical Textiles Limited | Bhilwara Technical Textiles Ltd
name_variant_between_exchanges,INE24OJ01011,Shankara Buildpro Limited | Shankara Buildpro Ltd
name_variant_between_exchanges,INE817H01022,Burnpur Cement Limited | Burnpur Cement Ltd
name_variant_between_exchanges,INE295F01017,Butterfly Gandhimathi Appliances Limited | Butterfly Gandhimathi Appliances Ltd
name_variant_between_exchanges,INE139I01011,Barak Valley Cements Limited | Barak Valley Cements Ltd
name_variant_between_exchanges,INE526B01014,California Software Company Limited | California Software Company Ltd
name_variant_between_exchanges,INE052I01032,Camlin Fine Sciences Limited | Camlin Fine Sciences Ltd
name_variant_between_exchanges,INE278Y01022,Campus Activewear Limited | Campus Activewear Ltd
name_variant_between_exchanges,INE596I01020,Computer Age Management Services Limited | Computer Age Management Services Ltd
name_variant_between_exchanges,INE477A01020,Can Fin Homes Limited | Can Fin Homes Ltd
name_variant_between_exchanges,INE01TY01017,Canara HSBC Life Insurance Company Limited | Canara HSBC Life Insurance Company Ltd
name_variant_between_exchanges,INE068L01024,Cantabil Retail India Limited | Cantabil Retail India Ltd
name_variant_between_exchanges,INE264T01014,Capacit'e Infraprojects Limited | Capacite Infraprojects Ltd
name_variant_between_exchanges,INE0ILV01024,Capillary Technologies India Limited | Capillary Technologies India Ltd
name_variant_between_exchanges,INE646H01017,Capital Small Finance Bank Limited | Capital Small Finance Bank Ltd
name_variant_between_exchanges,INE475E01026,Caplin Point Laboratories Limited | Caplin Point Laboratories Ltd
name_variant_between_exchanges,INE707C01018,Capital Trust Limited | Capital Trust Ltd
name_variant_between_exchanges,INE120A01034,Carborundum Universal Limited | Carborundum Universal Ltd
name_variant_between_exchanges,INE752H01013,CARE Ratings Limited | CARE Ratings Ltd
name_variant_between_exchanges,INE0V7W01012,Carraro India Limited | Carraro India Ltd
name_variant_between_exchanges,INE290S01011,CarTrade Tech Ltd | Cartrade Tech Limited
name_variant_between_exchanges,INE482D01024,CARYSIL LIMITED | Carysil Ltd
name_variant_between_exchanges,INE172A01027,Castrol India Limited | Castrol India Ltd
name_variant_between_exchanges,INE483S01020,AvenuesAI Limited | AvenuesAI Ltd
name_variant_between_exchanges,INE429I01024,Consolidated Construction Consortium Limited | Consolidated Construction Consortium Ltd
name_variant_between_exchanges,INE652F01027,Country Club Hospitality & Holidays Limited | Country Club Hospitality & Holidays Ltd
name_variant_between_exchanges,INE421D01022,CCL Products (India) Limited | CCL Products (India) Ltd
name_variant_between_exchanges,INE482A01020,CEAT Limited | Ceat Ltd
name_variant_between_exchanges,INE0AG901020,Ceigall India Limited | Ceigall India Ltd
name_variant_between_exchanges,INE016Q01014,Ceinsys Tech Limited | Ceinsys Tech Ltd
name_variant_between_exchanges,INE185H01016,Celebrity Fashions Limited | Celebrity Fashions Ltd
name_variant_between_exchanges,INE0LMW01024,Cello World Limited | Cello World Ltd
name_variant_between_exchanges,INE686A01026,Cemindia Projects Limited | Cemindia Projects Ltd
name_variant_between_exchanges,INE485A01015,Century Enka Limited | Century Enka Ltd
name_variant_between_exchanges,INE281A01026,Century Extrusions Limited | Century Extrusions Ltd
name_variant_between_exchanges,INE660C01027,Centrum Capital Limited | Centrum Capital Ltd
name_variant_between_exchanges,INE320B01020,Centum Electronics Limited | Centum Electronics Ltd
name_variant_between_exchanges,INE348B01021,Century Plyboards (India) Limited | Century Plyboards (India) Ltd
name_variant_between_exchanges,INE739E01017,Cera Sanitaryware Limited | Cera Sanitaryware Ltd
name_variant_between_exchanges,INE345B01019,Cerebra Integrated Technologies Limited | Cerebra Integrated Technologies Ltd
name_variant_between_exchanges,INE486A01021,CESC Limited | CESC Ltd
name_variant_between_exchanges,INE037Z01029,Concord Enviro Systems Limited | Concord Enviro Systems Ltd
name_variant_between_exchanges,INE700F01024,Confidence Futuristic Energetech Limited | Confidence Futuristic Energetech Ltd
name_variant_between_exchanges,INE180C01042,Capri Global Capital Limited | Capri Global Capital Ltd
name_variant_between_exchanges,INE067A01029,CG Power and Industrial Solutions Limited | CG Power and Industrial Solutions Ltd
name_variant_between_exchanges,INE084D01010,CG Vak Software & Exports Limited | CG Vak Software & Exports Ltd
name_variant_between_exchanges,INE427F01016,Chalet Hotels Limited | Chalet Hotels Ltd
name_variant_between_exchanges,INE085A01013,Chambal Fertilisers & Chemicals Ltd | Chambal Fertilizers & Chemicals Limited
name_variant_between_exchanges,INE995D01025,Chembond Material Technologies Limited | Chembond Material Technologies Ltd
name_variant_between_exchanges,INE0TGX01019,Chembond Chemicals Limited | Chembond Chemicals Ltd
name_variant_between_exchanges,INE03YM01018,Chemcon Speciality Chemicals Limited | Chemcon Speciality Chemicals Ltd
name_variant_between_exchanges,INE298W01016,Chemcrux Enterprises Limited | Chemcrux Enterprises Ltd
name_variant_between_exchanges,INE783X01023,Chemfab Alkalis Limited | Chemfab Alkalis Ltd
name_variant_between_exchanges,INE488A01050,Chemplast Sanmar Limited | Chemplast Sanmar Ltd
name_variant_between_exchanges,INE178A01016,Chennai Petroleum Corporation Limited | Chennai Petroleum Corporation Ltd
name_variant_between_exchanges,INE974B01016,Cheviot Company Limited | Cheviot Company Ltd
name_variant_between_exchanges,INE102B01014,Choice International Limited | Choice International Ltd
name_variant_between_exchanges,INE121A01024,Cholamandalam Investment and Finance Company Limited | Cholamandalam Investment and Finance Company Ltd
name_variant_between_exchanges,INE149A01033,Cholamandalam Financial Holdings Limited | Cholamandalam Financial Holdings Ltd
name_variant_between_exchanges,INE536H01010,CIE Automotive India Limited | CIE Automotive India Ltd
name_variant_between_exchanges,INE345H01024,Capital India Finance Limited | Capital India Finance Ltd
name_variant_between_exchanges,INE704H01022,Cineline India Limited | Cineline India Ltd
name_variant_between_exchanges,INE039B01026,Cinevista Limited | Cinevista Ltd
name_variant_between_exchanges,INE059A01026,Cipla Limited | Cipla Ltd
name_variant_between_exchanges,INE227W01023,Clean Science and Technology Limited | Clean Science and Technology Ltd
name_variant_between_exchanges,INE647U01026,Clean Max Enviro Energy Solutions Limited | Clean Max Enviro Energy Solutions Ltd
name_variant_between_exchanges,INE201M01029,CL Educate Limited | CL Educate Ltd
name_variant_between_exchanges,INE419D01026,Chaman Lal Setia Exports Limited | Chaman Lal Setia Exports Ltd
name_variant_between_exchanges,INE11XY01018,Caliber Mining And Logistics Ltd | Caliber Mining and Logistics Limited
name_variant_between_exchanges,INE05HV01027,Central Mine Planning & Design Institute Limited | Central Mine Planning & Design Institute Ltd
name_variant_between_exchanges,INE00WV01027,CMR Green Technologies Limited | CMR Green Technologies Ltd
name_variant_between_exchanges,INE925R01014,CMS Info Systems Limited | CMS Info Systems Ltd
name_variant_between_exchanges,INE985W01018,Creative Newtech Limited | Creative Newtech Ltd
name_variant_between_exchanges,INE522F01014,Coal India Limited | Coal India Ltd
name_variant_between_exchanges,INE377E01024,Coastal Corporation Limited | Coastal Corporation Ltd
name_variant_between_exchanges,INE704P01025,Cochin Shipyard Limited | Cochin Shipyard Ltd
name_variant_between_exchanges,INE515A01019,John Cockerill India Limited | John Cockerill India Ltd
name_variant_between_exchanges,INE335K01011,Coffee Day Enterprises Limited | Coffee Day Enterprises Ltd
name_variant_between_exchanges,INE591G01025,Coforge Limited | Coforge Ltd
name_variant_between_exchanges,INE03QK01018,Cohance Lifesciences Limited | Cohance Lifesciences Ltd
