kind,identifier,detail
classification_disagreement,BSE:ISIFAAFDG,source_list=EQUITY depository_isin=ETF isin=INF109K30067 -> depository evidence used
classification_disagreement,BSE:PHLSRG,source_list=EQUITY depository_isin=ETF isin=INF769K30019 -> depository evidence used
classification_disagreement,BSE:PHLSRDI,source_list=EQUITY depository_isin=ETF isin=INF769K30027 -> depository evidence used
classification_disagreement,BSE:PHLSRDP,source_list=EQUITY depository_isin=ETF isin=INF769K30035 -> depository evidence used
classification_disagreement,BSE:PHLSDG,source_list=EQUITY depository_isin=ETF isin=INF769K30043 -> depository evidence used
classification_disagreement,BSE:PHLSDDI,source_list=EQUITY depository_isin=ETF isin=INF769K30050 -> depository evidence used
classification_disagreement,BSE:PHLSDDP,source_list=EQUITY depository_isin=ETF isin=INF769K30068 -> depository evidence used
classification_disagreement,BSE:SMALLIETF,source_list=EQUITY depository_isin=ETF isin=INF109K1A476 -> depository evidence used
classification_disagreement,BSE:INSIFHLSDG,source_list=EQUITY depository_isin=ETF isin=INF174K30012 -> depository evidence used
classification_disagreement,BSE:INSIFHLSDR,source_list=EQUITY depository_isin=ETF isin=INF174K30038 -> depository evidence used
classification_disagreement,BSE:INSIFHLSRG,source_list=EQUITY depository_isin=ETF isin=INF174K30046 -> depository evidence used
classification_disagreement,BSE:INSIFHLSRD,source_list=EQUITY depository_isin=ETF isin=INF174K30053 -> depository evidence used
classification_disagreement,BSE:INSIFHLSRR,source_list=EQUITY depository_isin=ETF isin=INF174K30061 -> depository evidence used
classification_disagreement,BSE:BANK10BETF,source_list=EQUITY depository_isin=ETF isin=INF0QA701CI0 -> depository evidence used
classification_disagreement,BSE:MOMMIDCAP,source_list=EQUITY depository_isin=ETF isin=INF769K01RC0 -> depository evidence used
classification_disagreement,BSE:HDFCNIMEG,source_list=EQUITY depository_isin=ETF isin=INF179KC1KT4 -> depository evidence used
classification_disagreement,BSE:INSUREIETF,source_list=EQUITY depository_isin=ETF isin=INF109K1A567 -> depository evidence used
classification_disagreement,BSE:ELMDIV,source_list=EQUITY depository_isin=ETF isin=INF754K01XI7 -> depository evidence used
classification_disagreement,BSE:EBANK10,source_list=EQUITY depository_isin=ETF isin=INF754K01XH9 -> depository evidence used
classification_disagreement,BSE:MIDBANKADD,source_list=EQUITY depository_isin=ETF isin=INF740KA1ZH9 -> depository evidence used
classification_disagreement,BSE:NIFTYJBLK,source_list=EQUITY depository_isin=ETF isin=INF22M001184 -> depository evidence used
classification_disagreement,BSE:LARGEMID50,source_list=EQUITY depository_isin=ETF isin=INF769K01RK3 -> depository evidence used
classification_disagreement,BSE:IVZSENSEX,source_list=EQUITY depository_isin=ETF isin=INF205KA1CA1 -> depository evidence used
classification_disagreement,BSE:NIF500BETA,source_list=EQUITY depository_isin=ETF isin=INF789F1AG76 -> depository evidence used
classification_disagreement,BSE:ENERGYAXIS,source_list=EQUITY depository_isin=ETF isin=INF846KA1598 -> depository evidence used
classification_disagreement,BSE:SENSEXIETF,source_list=EQUITY depository_isin=ETF isin=INF346A01034 -> depository evidence used
classification_disagreement,BSE:GOLDBEES,source_list=EQUITY depository_isin=ETF isin=INF204KB17I5 -> depository evidence used
classification_disagreement,BSE:GOLD1,source_list=EQUITY depository_isin=ETF isin=INF174KA1HJ8 -> depository evidence used
classification_disagreement,BSE:SETFGOLD,source_list=EQUITY depository_isin=ETF isin=INF200KA16D8 -> depository evidence used
classification_disagreement,BSE:QGOLDHALF,source_list=EQUITY depository_isin=ETF isin=INF082J01408 -> depository evidence used
classification_disagreement,BSE:GOLDBETA,source_list=EQUITY depository_isin=ETF isin=INF789F1AUX7 -> depository evidence used
classification_disagreement,BSE:NIFTYBEES,source_list=EQUITY depository_isin=ETF isin=INF204KB14I2 -> depository evidence used
classification_disagreement,BSE:JUNIORBEES,source_list=EQUITY depository_isin=ETF isin=INF732E01045 -> depository evidence used
classification_disagreement,BSE:BANKBEES,source_list=EQUITY depository_isin=ETF isin=INF204KB15I9 -> depository evidence used
classification_disagreement,BSE:PSUBANK,source_list=EQUITY depository_isin=ETF isin=INF174KA1A86 -> depository evidence used
classification_disagreement,BSE:PSUBNKBEES,source_list=EQUITY depository_isin=ETF isin=INF204KB16I7 -> depository evidence used
classification_disagreement,BSE:SHARIABEES,source_list=EQUITY depository_isin=ETF isin=INF732E01128 -> depository evidence used
classification_disagreement,BSE:QNIFTY,source_list=EQUITY depository_isin=ETF isin=INF082J01499 -> depository evidence used
classification_disagreement,BSE:HNGSNGBEES,source_list=EQUITY depository_isin=ETF isin=INF204KB19I1 -> depository evidence used
classification_disagreement,BSE:MOM50,source_list=EQUITY depository_isin=ETF isin=INF247L01536 -> depository evidence used
classification_disagreement,BSE:BANKNIFTY1,source_list=EQUITY depository_isin=ETF isin=INF174KA1ZB7 -> depository evidence used
classification_disagreement,BSE:SETFNIFBK,source_list=EQUITY depository_isin=ETF isin=INF200KA1580 -> depository evidence used
classification_disagreement,BSE:SETFNIF50,source_list=EQUITY depository_isin=ETF isin=INF200KA1FS1 -> depository evidence used
classification_disagreement,BSE:TATAGOLD,source_list=EQUITY depository_isin=ETF isin=INF277KA1976 -> depository evidence used
classification_disagreement,BSE:ITBEES,source_list=EQUITY depository_isin=ETF isin=INF204KB15V2 -> depository evidence used
classification_disagreement,BSE:PHARMABEES,source_list=EQUITY depository_isin=ETF isin=INF204KC1089 -> depository evidence used
classification_disagreement,BSE:MID150BEES,source_list=EQUITY depository_isin=ETF isin=INF204KB1V68 -> depository evidence used
classification_disagreement,BSE:SILVERBEES,source_list=EQUITY depository_isin=ETF isin=INF204KC1402 -> depository evidence used
classification_disagreement,BSE:MOGOLD,source_list=EQUITY depository_isin=ETF isin=INF247L01FY4 -> depository evidence used
classification_disagreement,BSE:MOSILVER,source_list=EQUITY depository_isin=ETF isin=INF247L01FZ1 -> depository evidence used
classification_disagreement,BSE:MOSMALL250,source_list=EQUITY depository_isin=ETF isin=INF247L01CH6 -> depository evidence used
classification_disagreement,BSE:MOCAPITAL,source_list=EQUITY depository_isin=ETF isin=INF247L01EV3 -> depository evidence used
classification_disagreement,BSE:MOREALTY,source_list=EQUITY depository_isin=ETF isin=INF247L01CI4 -> depository evidence used
classification_disagreement,BSE:MOMENTUM50,source_list=EQUITY depository_isin=ETF isin=INF247L01DK8 -> depository evidence used
classification_disagreement,BSE:MODEFENCE,source_list=EQUITY depository_isin=ETF isin=INF247L01DJ0 -> depository evidence used
classification_disagreement,BSE:MONIFTY500,source_list=EQUITY depository_isin=ETF isin=INF247L01BU1 -> depository evidence used
classification_disagreement,BSE:ALPHA,source_list=EQUITY depository_isin=ETF isin=INF174KA1IA5 -> depository evidence used
classification_disagreement,BSE:GROWWSLVR,source_list=EQUITY depository_isin=ETF isin=INF666M01OF4 -> depository evidence used
classification_disagreement,BSE:GROWWGOLD,source_list=EQUITY depository_isin=ETF isin=INF666M01OE7 -> depository evidence used
classification_disagreement,BSE:GROWWDEFNC,source_list=EQUITY depository_isin=ETF isin=INF666M01IO8 -> depository evidence used
classification_disagreement,BSE:GROWWRAIL,source_list=EQUITY depository_isin=ETF isin=INF666M01JJ6 -> depository evidence used
classification_disagreement,BSE:NETF,source_list=EQUITY depository_isin=ETF isin=INF277K015R5 -> depository evidence used
classification_disagreement,BSE:TATSILV,source_list=EQUITY depository_isin=ETF isin=INF277KA1984 -> depository evidence used
differing_names_same_isin,INE144J01027,20 Microns Limited | 20 Microns Ltd
differing_names_same_isin,INE253B01015,21st Century Management Services Limited | Twentyfirst Century Management Services Ltd
differing_names_same_isin,INE466L01038,360 ONE WAM LIMITED | 360 ONE WAM LTD
differing_names_same_isin,INE994E01018,3B BlackBio Dx Ltd | 3B Blackbio Dx Limited
differing_names_same_isin,INE748C01038,3i Infotech Limited | 3i Infotech Ltd
differing_names_same_isin,INE470A01017,3M India Limited | 3M India Ltd
differing_names_same_isin,INE105C01023,3P Land Holdings Limited | 3P Land Holdings Ltd
differing_names_same_isin,INE618L01018,5Paisa Capital Limited | 5paisa Capital Ltd
differing_names_same_isin,INE111B01023,63 Moons Technologies Ltd | 63 moons technologies limited
differing_names_same_isin,INE619I01012,A2Z Infra Engineering Limited | A2Z Infra Engineering Ltd
differing_names_same_isin,INE0D0U01013,AAA Technologies Limited | AAA Technologies Ltd
differing_names_same_isin,INE883F01010,Aadhar Housing Finance Limited | Aadhar Housing Finance Ltd
differing_names_same_isin,INE198H01019,Aarey Drugs & Pharmaceuticals Limited | Aarey Drugs & Pharmaceuticals Ltd
differing_names_same_isin,INE750R01016,Aarnav Fashions Limited | Aarnav Fashions Ltd
differing_names_same_isin,INE01C001026,Aartech Solonics Limited | Aartech Solonics Ltd
differing_names_same_isin,INE767A01016,Aarti Drugs Limited | Aarti Drugs Ltd
differing_names_same_isin,INE769A01020,Aarti Industries Limited | Aarti Industries Ltd
differing_names_same_isin,INE0LRU01027,Aarti Pharmalabs Limited | Aarti Pharmalabs Ltd
differing_names_same_isin,INE09EO01013,Aarti Surfactants Limited | Aarti Surfactants Ltd
differing_names_same_isin,INE754X01016,Aarvi Encon Limited | Aarvi Encon Ltd
differing_names_same_isin,INE2FMX01012,Aastha Spintex Limited | Aastha Spintex Ltd
differing_names_same_isin,INE216P01012,AAVAS Financiers Ltd | Aavas Financiers Limited
differing_names_same_isin,INE421A01028,Aban Offshore Limited | Aban Offshore Ltd
differing_names_same_isin,INE365O01028,Abans Enterprises Limited | Abans Enterprises Ltd
differing_names_same_isin,INE117A01022,ABB India Limited | ABB India Ltd
differing_names_same_isin,INE358A01014,Abbott India Limited | Abbott India Ltd
differing_names_same_isin,INE674K01013,Aditya Birla Capital Limited | Aditya Birla Capital Ltd
differing_names_same_isin,INE08PH01015,A B Cotspin India Limited | A B Cotspin India Ltd
differing_names_same_isin,INE552Z01027,Allied Blenders and Distillers Limited | Allied Blenders and Distillers Ltd
differing_names_same_isin,INE647O01011,Aditya Birla Fashion and Retail Limited | Aditya Birla Fashion and Retail Ltd
differing_names_same_isin,INE00YB01025,A B Infrabuild Limited | A B Infrabuild Ltd
differing_names_same_isin,INE14LE01019,Aditya Birla Lifestyle Brands Limited | Aditya Birla Lifestyle Brands Ltd
differing_names_same_isin,INE850B01026,ABM Knowledgeware Limited | ABM Knowledgeware Ltd
differing_names_same_isin,INE055A01016,Aditya Birla Real Estate Limited | Aditya Birla Real Estate Ltd
differing_names_same_isin,INE404A01024,Aditya Birla Sun Life AMC Limited | Aditya Birla Sun Life AMC Ltd
differing_names_same_isin,INE012A01025,ACC Limited | ACC Ltd
differing_names_same_isin,INE793A01012,Accelya Solutions India Limited | Accelya Solutions India Ltd
differing_names_same_isin,INE648Z01023,Accuracy Shipping Limited | Accuracy Shipping Ltd
differing_names_same_isin,INE731H01025,Action Construction Equipment Limited | Action Construction Equipment Ltd
differing_names_same_isin,INE451C01013,Automobile Corporation of Goa Limited | Automobile Corporation of Goa Ltd
differing_names_same_isin,INE128X01021,Archean Chemical Industries Limited | Archean Chemical Industries Ltd
differing_names_same_isin,INE666E01020,Andhra Cements Limited | Andhra Cements Ltd
differing_names_same_isin,INE622W01025,ACME Solar Holdings Ltd | Acme Solar Holdings Limited
differing_names_same_isin,INE366C01021,ACS Technologies Limited | ACS Technologies Ltd
differing_names_same_isin,INE00FF01025,Acutaas Chemicals Limited | Acutaas Chemicals Ltd
differing_names_same_isin,INE931S01010,Adani Energy Solutions Limited | Adani Energy Solutions Ltd
differing_names_same_isin,INE423A01024,Adani Enterprises Limited | Adani Enterprises Ltd
differing_names_same_isin,INE364U01010,Adani Green Energy Limited | Adani Green Energy Ltd
differing_names_same_isin,INE742F01042,Adani Ports and Special Economic Zone Limited | Adani Ports and Special Economic Zone Ltd
differing_names_same_isin,INE814H01029,Adani Power Limited | Adani Power Ltd
differing_names_same_isin,INE757C01021,Addi Industries Limited | Addi Industries Ltd
differing_names_same_isin,INE982B01027,ADF Foods Limited | Adf Foods Ltd
differing_names_same_isin,INE0CHO01012,Archidply Decor Limited | Archidply Decor Ltd
differing_names_same_isin,INE045A01017,Ador Welding Limited | Ador Welding Ltd
differing_names_same_isin,INE737B01033,Adroit Infotech Limited | Adroit Infotech Ltd
differing_names_same_isin,INE102I01027,Allied Digital Services Limited | Allied Digital Services Ltd
differing_names_same_isin,INE0ALI01010,Advait Energy Transitions Limited | Advait Energy Transitions Ltd
differing_names_same_isin,INE1B0W01010,Advance Agrolife Limited | Advance Agrolife Ltd
differing_names_same_isin,INE199C01026,Advani Hotels & Resorts (India) Limited | Advani Hotels & Resorts (India) Ltd
differing_names_same_isin,INE28GN01010,Advent Hotels International Limited | Advent Hotels International Ltd
differing_names_same_isin,INE837H01020,Advanced Enzyme Technologies Limited | Advanced Enzyme Technologies Ltd
differing_names_same_isin,INE178T01024,Advik Capital Limited | Advik Capital Ltd
differing_names_same_isin,INE208C01025,Aegis Logistics Limited | Aegis Logistics Ltd
differing_names_same_isin,INE0INX01018,Aegis Vopak Terminals Limited | Aegis Vopak Terminals Ltd
differing_names_same_isin,INE757T01025,Artemis Electricals and Projects Limited | Artemis Electricals and Projects Ltd
differing_names_same_isin,INE947N01017,Aequs Limited | Aequs Ltd
differing_names_same_isin,INE065D01027,Aeroflex Enterprises Limited | Aeroflex Enterprises Ltd
differing_names_same_isin,INE024001021,Aeroflex Industries Limited | Aeroflex Industries Ltd
differing_names_same_isin,INE035801013,Aeroflex Neu Limited | Aeroflex Neu Ltd
differing_names_same_isin,INE05TO01019,Amir Chand Jagdish Kumar (Exports) Limited | Amir Chand Jagdish Kumar (Exports) Ltd
differing_names_same_isin,INE0BWX01014,Aether Industries Limited | Aether Industries Ltd
differing_names_same_isin,INE101I01011,Afcons Infrastructure Limited | Afcons Infrastructure Ltd
differing_names_same_isin,INE00WC01027,Affle 3I Ltd | Affle 3i Limited
differing_names_same_isin,INE692Z01013,Affordable Robotic & Automation Limited | Affordable Robotic & Automation Ltd
